employee_id,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,hours_per_week,years_experience,team_size,burn_rate
EMP_01993,Female,Product,No,3,3.9,7.69,65,12,28,0.4865
EMP_01994,Male,Product,Yes,2,1.6,4.12,32,16,6,0.1926
EMP_01995,Female,Product,No,3,2.5,4.05,54,7,29,0.3743
EMP_01996,Female,Product,Yes,2,8.7,9.67,42,10,17,0.5013
EMP_01997,Non-binary,Product,Yes,5,6.3,4.47,45,6,6,0.6684
EMP_01998,Male,Service,No,5,8.0,9.28,57,5,22,0.7706
EMP_01999,Male,Product,No,4,8.3,2.99,56,18,13,0.6442
EMP_02000,Male,Service,No,4,8.4,4.01,39,16,14,0.5436
EMP_02001,Male,Service,Yes,5,6.0,3.96,47,3,15,0.6408
EMP_02002,Male,Product,Yes,4,2.6,5.46,37,3,4,0.4948
EMP_02003,Female,Service,Yes,5,2.3,5.84,36,5,10,0.4571
EMP_02004,Male,Product,Yes,3,6.2,2.48,51,2,6,0.4849
EMP_02005,Male,Service,No,1,4.3,7.94,67,1,11,0.3905
EMP_02006,Female,Product,Yes,5,6.0,4.97,38,4,4,0.5157
EMP_02007,Male,Product,Yes,5,5.5,0.07,69,10,25,0.5536
EMP_02008,Female,Service,Yes,5,6.4,5.91,68,13,7,0.6203
EMP_02009,Male,Product,Yes,4,1.3,7.98,58,3,7,0.4944
EMP_02010,Male,Service,Yes,4,1.3,2.5,66,11,25,0.4279
EMP_02011,Male,Product,Yes,4,7.5,0.38,58,3,6,0.5474
EMP_02012,Male,Product,Yes,4,2.7,8.07,57,10,21,0.4783
EMP_02013,Female,Product,Yes,3,6.9,9.76,50,9,11,0.5442
EMP_02014,Male,Product,No,5,5.9,0.77,62,10,14,0.6141
EMP_02015,Male,Product,Yes,3,9.8,9.38,55,13,5,0.7556
EMP_02016,Male,Product,Yes,4,8.5,3.59,67,18,7,0.5775
EMP_02017,Male,Product,No,3,4.7,9.41,44,18,4,0.4072
EMP_02018,Female,Service,No,5,6.5,6.49,31,17,25,0.5591
EMP_02019,Male,Product,No,5,2.1,8.9,41,17,15,0.3785
EMP_02020,Female,Service,No,4,4.5,7.86,62,5,29,0.5422
EMP_02021,Non-binary,Product,Yes,5,7.6,0.28,44,9,9,0.5839
EMP_02022,Female,Service,No,3,6.6,0.65,30,12,23,0.3879
EMP_02023,Non-binary,Product,Yes,2,5.4,5.26,62,12,10,0.4493
EMP_02024,Male,Product,Yes,5,2.6,1.3,33,19,27,0.2745
EMP_02025,Male,Product,No,3,8.2,4.61,57,7,22,0.6502
EMP_02026,Male,Product,Yes,3,3.5,9.55,43,12,13,0.4013
EMP_02027,Female,Service,No,3,8.4,2.95,41,9,14,0.4688
EMP_02028,Non-binary,Product,No,5,6.5,4.89,35,8,20,0.6366
EMP_02029,Male,Service,Yes,2,4.4,3.84,49,19,20,0.4045
EMP_02030,Female,Product,No,4,1.4,6.3,50,3,29,0.3958
EMP_02031,Male,Product,Yes,4,3.1,1.94,45,11,18,0.4284
EMP_02032,Female,Service,Yes,5,9.0,2.6,41,12,22,0.7199
EMP_02033,Male,Product,No,5,8.4,8.59,49,17,24,0.6844
EMP_02034,Non-binary,Service,Yes,1,6.2,8.11,62,7,8,0.5048
EMP_02035,Female,Product,No,2,5.2,7.89,31,3,20,0.3397
EMP_02036,Male,Service,Yes,3,6.8,7.71,63,7,19,0.5871
EMP_02037,Male,Product,Yes,3,5.2,4.59,55,7,20,0.487
EMP_02038,Male,Service,No,4,6.8,7.29,62,14,26,0.6565
EMP_02039,Male,Service,Yes,5,3.8,3.87,59,2,23,0.5222
EMP_02040,Male,Product,Yes,2,8.5,1.01,30,16,5,0.5056
EMP_02041,Female,Product,Yes,4,7.3,3.93,37,10,11,0.6283
EMP_02042,Female,Product,No,2,4.0,1.59,30,14,9,0.1979
EMP_02043,Male,Service,Yes,5,8.5,3.91,39,7,26,0.612
EMP_02044,Male,Product,No,3,5.4,2.97,61,2,24,0.6049
EMP_02045,Female,Product,Yes,1,2.6,5.99,69,10,9,0.3024
EMP_02046,Female,Product,No,2,1.7,3.62,31,2,21,0.2545
EMP_02047,Male,Product,No,3,7.3,7.06,60,13,3,0.6094
EMP_02048,Female,Service,Yes,2,8.8,5.12,33,2,3,0.507
EMP_02049,Male,Service,Yes,2,8.3,9.19,41,10,3,0.5786
EMP_02050,Male,Product,No,2,6.9,0.91,60,14,13,0.3877
EMP_02051,Male,Service,No,5,2.3,6.88,52,17,29,0.3385
EMP_02052,Male,Product,Yes,4,1.8,6.72,62,19,25,0.3922
EMP_02053,Male,Product,No,2,4.1,9.51,37,12,20,0.3706
EMP_02054,Non-binary,Product,No,5,8.7,3.72,45,17,15,0.5101
EMP_02055,Female,Service,No,1,9.7,3.05,44,6,24,0.5845
EMP_02056,Female,Service,No,4,3.2,1.72,69,4,17,0.6098
EMP_02057,Male,Service,Yes,5,7.9,2.65,55,2,19,0.7364
EMP_02058,Male,Product,No,1,6.2,5.02,43,15,12,0.4013
EMP_02059,Female,Product,Yes,4,1.3,8.38,41,16,10,0.2862
EMP_02060,Male,Product,Yes,5,5.9,2.84,56,12,23,0.6293
EMP_02061,Male,Service,Yes,1,8.3,1.58,60,7,11,0.3836
EMP_02062,Male,Service,Yes,5,3.5,2.72,33,13,21,0.3704
EMP_02063,Female,Service,Yes,1,9.1,1.01,59,1,20,0.7314
EMP_02064,Male,Product,Yes,2,3.1,9.27,33,19,10,0.3017
EMP_02065,Male,Product,Yes,2,1.7,8.73,60,13,29,0.281
EMP_02066,Female,Product,No,4,2.4,3.08,63,1,7,0.4945
EMP_02067,Male,Product,Yes,1,8.5,2.47,33,2,16,0.432
EMP_02068,Male,Product,Yes,2,4.8,9.05,49,1,15,0.4861
EMP_02069,Male,Product,Yes,4,8.2,0.02,47,12,3,0.4871
EMP_02070,Male,Product,Yes,3,5.8,6.01,37,10,13,0.476
EMP_02071,Female,Service,Yes,2,5.3,9.16,31,2,14,0.4162
EMP_02072,Male,Service,Yes,2,8.3,5.09,38,1,8,0.6036
EMP_02073,Male,Product,No,5,4.8,0.03,45,5,14,0.5088
EMP_02074,Female,Product,No,3,8.2,2.19,51,2,5,0.5965
EMP_02075,Female,Product,No,1,1.9,9.22,41,4,10,0.318
EMP_02076,Female,Service,Yes,4,6.7,0.17,34,14,24,0.4371
EMP_02077,Male,Service,Yes,3,7.3,3.95,68,9,4,0.5791
EMP_02078,Male,Service,Yes,1,9.1,7.9,44,6,8,0.6212
EMP_02079,Non-binary,Service,No,2,3.0,8.38,37,12,5,0.36
EMP_02080,Female,Product,Yes,4,6.4,4.78,53,12,9,0.5905
EMP_02081,Male,Product,Yes,4,4.9,2.32,48,9,18,0.4834
EMP_02082,Male,Product,Yes,3,4.4,6.0,66,15,19,0.5645
EMP_02083,Male,Product,Yes,5,2.0,2.64,47,10,14,0.4763
EMP_02084,Female,Service,No,1,2.2,2.55,50,2,17,0.2552
EMP_02085,Male,Product,No,3,8.5,8.08,68,18,16,0.6357
EMP_02086,Male,Product,No,5,7.7,1.54,43,7,3,0.5918
EMP_02087,Male,Product,Yes,5,4.4,0.06,44,9,28,0.5091
EMP_02088,Female,Service,No,5,8.5,3.37,32,18,14,0.5536
EMP_02089,Female,Product,No,4,1.7,4.91,40,3,22,0.3666
EMP_02090,Male,Service,No,1,6.6,7.05,32,13,25,0.372
EMP_02091,Female,Product,Yes,1,8.8,7.81,59,10,22,0.5034
EMP_02092,Non-binary,Product,Yes,3,8.5,6.64,35,17,16,0.4868
EMP_02093,Male,Product,No,2,4.4,6.27,35,3,18,0.4184
EMP_02094,Male,Service,Yes,3,7.7,6.66,60,9,27,0.6111
EMP_02095,Male,Product,No,1,4.8,2.72,51,17,17,0.2667
EMP_02096,Female,Service,No,4,8.6,3.82,50,16,10,0.574
EMP_02097,Female,Product,Yes,3,5.8,6.16,67,6,23,0.5589
EMP_02098,Female,Product,Yes,2,7.9,0.66,67,18,3,0.5571
EMP_02099,Female,Service,Yes,3,1.7,2.95,35,6,15,0.345
EMP_02100,Male,Product,No,5,6.3,4.06,58,6,5,0.5691
EMP_02101,Female,Service,No,2,6.0,5.33,40,17,26,0.3055
EMP_02102,Male,Service,Yes,5,6.5,4.86,51,10,14,0.5514
EMP_02103,Male,Product,Yes,4,7.3,7.18,68,2,9,0.7011
EMP_02104,Female,Service,Yes,1,9.3,4.73,35,1,10,0.6093
EMP_02105,Female,Product,No,3,8.1,9.04,59,11,19,0.5769
EMP_02106,Male,Product,Yes,3,3.0,3.8,54,6,20,0.43
EMP_02107,Female,Product,Yes,5,8.4,5.25,65,1,12,0.8601
EMP_02108,Female,Service,No,5,2.1,0.03,30,16,17,0.1879
EMP_02109,Male,Product,Yes,1,6.6,3.1,51,9,25,0.3867
EMP_02110,Non-binary,Service,Yes,3,8.9,8.67,38,12,23,0.4961
EMP_02111,Male,Service,Yes,1,1.9,3.34,37,9,23,0.1535
EMP_02112,Male,Product,Yes,5,8.6,2.53,63,13,12,0.7184
EMP_02113,Male,Product,Yes,5,8.2,5.44,45,7,11,0.6035
EMP_02114,Female,Product,No,2,5.5,0.79,48,1,3,0.461
EMP_02115,Female,Product,No,5,3.8,5.32,37,3,23,0.4328
EMP_02116,Male,Product,No,5,4.6,3.04,41,3,25,0.4877
EMP_02117,Male,Service,No,1,9.7,3.83,60,19,7,0.5489
EMP_02118,Female,Service,Yes,2,2.8,7.91,62,4,17,0.4483
EMP_02119,Male,Service,Yes,2,6.2,6.62,48,12,16,0.3721
EMP_02120,Female,Service,Yes,3,1.7,4.46,56,4,28,0.3807
EMP_02121,Female,Service,No,4,3.0,5.78,53,10,13,0.422
EMP_02122,Male,Product,No,3,7.9,7.67,57,4,25,0.6647
EMP_02123,Non-binary,Service,Yes,3,3.7,7.46,33,11,19,0.3978
EMP_02124,Male,Service,Yes,3,9.9,1.85,41,4,23,0.7746
EMP_02125,Non-binary,Product,Yes,2,5.5,3.01,52,11,16,0.3891
EMP_02126,Female,Service,Yes,1,5.6,3.48,49,17,8,0.4057
EMP_02127,Female,Product,No,5,1.3,1.88,69,13,24,0.3725
EMP_02128,Male,Service,Yes,2,9.6,0.12,57,17,6,0.5137
EMP_02129,Female,Service,No,5,2.6,1.74,30,13,15,0.3261
EMP_02130,Male,Service,Yes,5,5.8,8.08,40,17,23,0.4928
EMP_02131,Male,Product,No,4,4.6,5.46,60,19,26,0.4566
EMP_02132,Male,Service,No,3,4.7,3.42,67,15,24,0.478
EMP_02133,Female,Product,No,4,6.8,6.08,38,4,19,0.6085
EMP_02134,Male,Product,Yes,3,7.0,7.4,35,18,23,0.4742
EMP_02135,Female,Service,Yes,2,2.4,3.54,35,11,14,0.269
EMP_02136,Female,Service,Yes,5,5.5,4.66,32,9,25,0.5385
EMP_02137,Male,Service,Yes,4,8.1,0.64,61,16,14,0.5772
EMP_02138,Female,Product,No,2,5.0,5.97,64,3,26,0.4732
EMP_02139,Male,Product,No,2,2.5,3.56,45,18,6,0.1891
EMP_02140,Female,Service,Yes,3,3.8,4.34,31,17,4,0.3532
EMP_02141,Female,Product,Yes,5,2.9,4.23,65,10,22,0.4808
EMP_02142,Male,Product,Yes,3,2.1,6.32,36,5,8,0.3694
EMP_02143,Female,Service,No,3,4.4,5.72,64,15,8,0.5086
EMP_02144,Male,Product,No,2,5.9,4.22,59,18,24,0.4208
EMP_02145,Male,Service,Yes,3,1.7,0.17,58,5,3,0.3658
EMP_02146,Female,Product,Yes,1,6.4,6.21,30,15,13,0.4005
EMP_02147,Male,Product,No,5,9.9,8.8,30,6,25,0.7492
EMP_02148,Male,Product,No,3,9.7,7.7,36,8,25,0.6092
EMP_02149,Male,Product,Yes,3,8.5,9.82,32,3,23,0.704
EMP_02150,Female,Product,No,4,3.4,1.39,65,5,14,0.4808
EMP_02151,Male,Product,No,5,1.2,2.23,68,18,6,0.3754
EMP_02152,Male,Product,Yes,5,8.5,5.39,60,15,18,0.6576
EMP_02153,Female,Product,Yes,3,1.5,2.36,54,12,29,0.1849
EMP_02154,Female,Product,Yes,1,2.9,0.35,53,19,21,0.0957
EMP_02155,Male,Product,Yes,4,5.9,4.02,30,7,29,0.441
EMP_02156,Male,Product,Yes,1,2.6,2.88,67,1,13,0.3668
EMP_02157,Male,Service,Yes,3,8.5,2.64,60,2,13,0.6782
EMP_02158,Male,Service,Yes,5,8.0,9.53,66,19,15,0.6909
EMP_02159,Male,Service,Yes,5,7.8,2.38,40,13,15,0.5588
EMP_02160,Female,Product,Yes,1,8.3,1.29,32,18,10,0.3045
EMP_02161,Female,Service,Yes,2,3.0,1.25,41,10,13,0.428
EMP_02162,Female,Service,No,3,7.6,8.06,49,13,18,0.5114
EMP_02163,Male,Service,No,5,4.2,7.15,59,5,15,0.6205
EMP_02164,Female,Product,Yes,2,7.0,1.29,39,13,26,0.4557
EMP_02165,Male,Service,Yes,5,2.1,2.2,68,9,5,0.5023
EMP_02166,Non-binary,Service,No,5,7.4,7.47,44,1,29,0.7023
EMP_02167,Female,Service,Yes,2,9.7,2.75,50,6,13,0.5497
EMP_02168,Male,Product,No,1,1.4,9.82,47,1,23,0.2399
EMP_02169,Female,Product,Yes,3,1.8,5.41,61,18,10,0.2721
EMP_02170,Male,Product,No,2,2.1,1.92,48,16,12,0.2046
EMP_02171,Female,Product,Yes,2,4.9,8.59,59,8,28,0.4585
EMP_02172,Male,Service,No,5,3.6,3.19,62,6,24,0.5151
EMP_02173,Male,Product,No,2,8.3,2.89,51,13,20,0.4743
EMP_02174,Female,Product,No,3,5.3,3.27,58,17,19,0.489
EMP_02175,Male,Product,No,1,5.4,7.68,53,13,9,0.3157
EMP_02176,Female,Product,Yes,1,7.5,1.73,33,10,20,0.3452
EMP_02177,Male,Product,Yes,1,4.3,3.82,41,6,12,0.2547
EMP_02178,Female,Service,Yes,3,4.2,0.31,65,18,28,0.5139
EMP_02179,Female,Service,Yes,5,7.8,8.27,33,13,22,0.5089
EMP_02180,Male,Product,Yes,3,8.0,3.41,34,15,29,0.4549
EMP_02181,Male,Product,No,2,1.1,2.48,48,6,24,0.3459
EMP_02182,Male,Product,No,4,2.3,5.8,68,11,15,0.5119
EMP_02183,Male,Product,Yes,4,2.9,7.05,60,8,9,0.4914
EMP_02184,Male,Service,Yes,4,4.2,8.13,36,14,25,0.4373
EMP_02185,Female,Service,Yes,1,3.6,3.48,41,13,9,0.1798
EMP_02186,Non-binary,Service,No,3,7.0,8.12,39,2,22,0.5034
EMP_02187,Female,Service,Yes,3,8.5,4.65,58,1,13,0.6511
EMP_02188,Female,Product,No,1,2.7,1.01,50,5,12,0.2481
EMP_02189,Female,Service,No,2,6.1,8.46,42,11,28,0.4587
EMP_02190,Female,Service,No,4,4.3,5.48,52,10,14,0.4762
EMP_02191,Male,Service,Yes,4,5.6,6.02,35,12,15,0.5525
EMP_02192,Female,Product,Yes,1,6.6,9.37,60,10,14,0.4833
EMP_02193,Female,Service,No,4,9.0,5.59,38,9,14,0.5543
EMP_02194,Female,Service,No,5,2.7,0.06,53,2,8,0.4295
EMP_02195,Male,Service,No,3,1.8,8.71,45,4,5,0.3583
EMP_02196,Male,Product,Yes,4,6.6,2.85,40,4,10,0.5335
EMP_02197,Male,Service,No,4,4.5,5.02,65,6,19,0.5562
EMP_02198,Female,Service,Yes,5,2.5,2.05,30,12,15,0.3955
EMP_02199,Male,Service,No,2,2.1,2.97,50,7,10,0.3261
EMP_02200,Male,Service,No,2,6.0,6.87,65,19,7,0.3695
EMP_02201,Non-binary,Service,No,5,3.7,4.3,66,2,26,0.6653
EMP_02202,Male,Product,No,2,10.0,6.27,35,19,6,0.4734
EMP_02203,Male,Service,Yes,1,4.7,8.24,43,4,18,0.3869
EMP_02204,Male,Product,No,5,2.9,3.41,58,3,20,0.4914
EMP_02205,Female,Service,No,3,6.7,5.68,30,4,6,0.5307
EMP_02206,Female,Product,Yes,3,3.2,7.78,37,14,13,0.3412
EMP_02207,Male,Product,No,3,5.4,7.15,48,6,10,0.5787
EMP_02208,Female,Service,Yes,4,5.3,5.4,52,6,28,0.5207
EMP_02209,Male,Service,No,5,5.1,3.83,68,9,3,0.6139
EMP_02210,Female,Service,Yes,5,8.2,4.08,40,5,29,0.7013
EMP_02211,Female,Service,No,2,2.9,4.33,56,7,15,0.3694
EMP_02212,Female,Service,Yes,5,9.1,3.49,69,13,23,0.8029
EMP_02213,Male,Product,Yes,5,8.1,6.99,65,1,29,0.7638
EMP_02214,Non-binary,Product,Yes,2,4.0,1.25,49,2,24,0.4224
EMP_02215,Female,Product,Yes,5,2.6,9.67,37,10,6,0.4714
EMP_02216,Male,Product,No,5,3.5,7.79,65,6,6,0.5655
EMP_02217,Female,Product,Yes,1,4.0,2.98,55,4,6,0.3728
EMP_02218,Male,Service,No,2,6.0,0.43,64,8,15,0.4802
EMP_02219,Female,Service,No,1,1.4,7.11,32,14,21,0.1552
EMP_02220,Male,Product,No,4,9.2,7.34,33,16,18,0.5671
EMP_02221,Female,Product,No,2,1.9,9.64,58,15,16,0.2484
EMP_02222,Male,Service,Yes,5,3.5,2.54,57,13,12,0.4805
EMP_02223,Male,Product,Yes,5,2.0,0.83,48,12,7,0.4174
EMP_02224,Male,Product,Yes,1,3.3,9.15,57,7,17,0.3036
EMP_02225,Male,Service,Yes,1,8.5,2.59,47,15,8,0.4698
EMP_02226,Male,Service,No,4,6.5,7.22,43,6,21,0.5932
EMP_02227,Male,Product,Yes,4,3.0,0.61,43,14,16,0.3339
EMP_02228,Female,Service,No,5,8.8,7.61,58,15,29,0.6988
EMP_02229,Male,Product,Yes,3,8.2,1.27,32,11,13,0.4364
EMP_02230,Male,Service,No,4,7.8,6.96,63,4,5,0.721
EMP_02231,Female,Product,Yes,5,8.6,5.32,38,5,27,0.6895
EMP_02232,Male,Product,Yes,4,6.6,9.55,69,2,4,0.7255
EMP_02233,Female,Service,No,2,5.5,0.37,34,15,8,0.2968
EMP_02234,Female,Product,Yes,1,4.4,2.92,58,10,26,0.3118
EMP_02235,Female,Service,No,5,3.0,0.7,34,4,10,0.3882
EMP_02236,Female,Product,Yes,4,6.0,8.79,42,8,3,0.4683
EMP_02237,Female,Product,Yes,1,9.0,5.94,55,11,16,0.5042
EMP_02238,Male,Product,No,3,6.3,5.35,38,17,18,0.2874
EMP_02239,Male,Product,Yes,4,9.3,1.31,33,7,19,0.5513
EMP_02240,Male,Service,No,5,4.2,4.89,68,11,10,0.606
EMP_02241,Female,Product,Yes,2,7.3,3.99,60,10,19,0.4715
EMP_02242,Male,Service,No,1,6.8,3.16,34,1,15,0.4677
EMP_02243,Female,Service,Yes,1,7.0,7.72,36,8,21,0.4482
EMP_02244,Non-binary,Service,Yes,2,6.8,0.61,57,5,11,0.4678
EMP_02245,Female,Product,Yes,5,3.0,6.47,69,13,5,0.5595
EMP_02246,Male,Service,Yes,3,2.3,8.23,43,7,20,0.4317
EMP_02247,Male,Product,Yes,2,9.8,9.07,53,11,3,0.544
EMP_02248,Female,Product,No,3,1.4,7.46,67,12,15,0.4002
EMP_02249,Female,Product,No,5,5.2,2.82,34,14,15,0.4327
EMP_02250,Male,Product,Yes,4,4.8,6.01,63,12,14,0.4432
EMP_02251,Male,Product,Yes,4,4.2,1.41,57,1,3,0.5516
EMP_02252,Female,Service,Yes,5,8.0,1.17,37,6,12,0.6675
EMP_02253,Female,Product,Yes,3,7.7,6.39,50,11,21,0.5553
EMP_02254,Female,Product,Yes,2,9.1,8.51,53,11,24,0.6765
EMP_02255,Female,Service,Yes,5,4.6,0.67,53,12,9,0.5383
EMP_02256,Female,Product,No,5,6.1,1.06,42,1,16,0.6152
EMP_02257,Male,Product,No,4,9.0,5.66,44,6,8,0.6864
EMP_02258,Male,Product,Yes,2,9.9,2.18,54,13,8,0.7185
EMP_02259,Male,Service,Yes,4,9.7,6.12,57,12,11,0.7234
EMP_02260,Male,Product,No,3,7.5,2.15,68,10,22,0.6568
EMP_02261,Female,Product,Yes,3,2.3,1.16,37,7,18,0.3519
EMP_02262,Female,Product,No,1,1.2,5.46,60,10,7,0.1733
EMP_02263,Female,Service,No,5,8.4,8.62,36,18,17,0.5489
EMP_02264,Male,Service,Yes,2,8.6,6.85,68,6,3,0.6397
EMP_02265,Female,Service,Yes,2,7.7,8.19,46,8,6,0.5258
EMP_02266,Female,Product,No,4,3.5,2.66,64,9,12,0.4909
EMP_02267,Female,Product,No,4,6.8,8.86,51,16,8,0.6127
EMP_02268,Female,Product,Yes,2,3.8,3.77,36,2,25,0.408
EMP_02269,Male,Product,No,4,5.1,8.52,39,11,29,0.4104
EMP_02270,Male,Product,Yes,1,4.4,4.71,57,19,4,0.2408
EMP_02271,Male,Product,Yes,5,9.2,2.68,68,4,12,0.8881
EMP_02272,Male,Product,No,1,3.1,2.6,58,3,24,0.3707
EMP_02273,Male,Service,No,3,6.2,5.68,64,15,21,0.4258
EMP_02274,Female,Product,No,2,4.2,0.79,51,8,25,0.3526
EMP_02275,Non-binary,Service,No,1,7.0,9.3,38,4,11,0.3729
EMP_02276,Female,Product,Yes,1,6.1,2.71,65,11,13,0.4711
EMP_02277,Female,Product,Yes,4,9.3,3.36,37,17,6,0.5939
EMP_02278,Male,Product,Yes,4,1.9,2.33,59,9,26,0.3853
EMP_02279,Female,Product,Yes,4,3.0,0.03,59,1,12,0.4856
EMP_02280,Male,Product,No,3,7.9,6.93,60,8,8,0.6512
EMP_02281,Male,Product,Yes,1,4.3,5.91,51,2,5,0.4567
EMP_02282,Male,Service,No,5,2.5,8.1,60,13,15,0.4964
EMP_02283,Male,Service,No,4,5.5,0.41,69,1,21,0.6577
EMP_02284,Male,Product,Yes,3,6.9,9.29,57,10,5,0.5926
EMP_02285,Male,Service,Yes,3,1.4,3.31,34,12,22,0.3008
EMP_02286,Male,Service,No,4,3.6,9.13,46,11,20,0.5396
EMP_02287,Non-binary,Service,No,2,8.3,1.07,40,10,14,0.4455
EMP_02288,Male,Service,No,1,5.7,7.44,51,14,14,0.354
EMP_02289,Male,Product,Yes,4,1.3,5.79,54,14,23,0.3395
EMP_02290,Male,Product,Yes,5,3.5,3.58,42,8,14,0.439
EMP_02291,Female,Product,Yes,1,6.8,0.79,65,11,26,0.4158
EMP_02292,Male,Product,Yes,3,2.8,6.05,40,9,9,0.3426
EMP_02293,Male,Product,No,5,8.4,0.26,34,15,11,0.5706
EMP_02294,Male,Service,No,1,7.1,5.01,43,1,14,0.4642
EMP_02295,Male,Service,Yes,5,5.2,6.04,51,19,21,0.4686
EMP_02296,Male,Service,Yes,3,9.2,7.33,32,18,6,0.5168
EMP_02297,Male,Service,Yes,4,4.5,9.91,64,12,26,0.4951
EMP_02298,Male,Service,No,5,3.1,2.6,61,8,12,0.5269
EMP_02299,Male,Service,Yes,4,7.0,3.22,67,5,29,0.5985
EMP_02300,Male,Product,No,3,6.2,3.41,69,13,21,0.5205
EMP_02301,Female,Product,Yes,3,4.0,7.32,53,17,19,0.4601
EMP_02302,Female,Product,No,5,4.1,9.32,57,1,20,0.6207
EMP_02303,Male,Service,Yes,5,4.6,9.74,50,2,12,0.6709
EMP_02304,Male,Product,Yes,3,3.6,9.46,62,7,28,0.4244
EMP_02305,Non-binary,Service,No,5,7.4,8.79,57,2,26,0.7329
EMP_02306,Male,Product,Yes,5,6.9,9.91,68,4,14,0.7904
EMP_02307,Male,Product,Yes,5,5.0,3.76,65,13,25,0.4377
EMP_02308,Female,Service,Yes,5,4.6,9.48,39,14,22,0.5268
EMP_02309,Male,Product,Yes,1,4.3,7.61,66,3,10,0.4377
EMP_02310,Male,Product,Yes,3,3.6,1.68,69,9,21,0.4219
EMP_02311,Male,Product,No,3,1.8,0.45,54,18,3,0.3153
EMP_02312,Female,Product,No,2,3.4,2.14,46,16,6,0.1857
EMP_02313,Male,Service,Yes,4,3.9,7.79,33,19,8,0.3693
EMP_02314,Female,Product,Yes,2,5.9,6.32,39,9,24,0.4605
EMP_02315,Non-binary,Service,Yes,5,8.0,2.24,54,19,6,0.5572
EMP_02316,Male,Product,Yes,5,4.6,7.42,61,6,18,0.511
EMP_02317,Male,Service,Yes,1,9.5,1.41,37,12,10,0.4684
EMP_02318,Male,Product,No,1,8.4,8.22,41,15,11,0.4799
EMP_02319,Male,Service,Yes,1,9.9,7.94,50,6,17,0.6697
EMP_02320,Male,Service,Yes,1,8.9,9.73,56,5,20,0.5109
EMP_02321,Female,Product,No,1,6.6,1.5,59,14,5,0.3745
EMP_02322,Female,Service,No,1,6.4,9.07,39,19,26,0.4357
EMP_02323,Female,Service,No,1,2.2,3.41,50,18,19,0.1773
EMP_02324,Male,Product,No,1,7.5,4.16,30,13,3,0.3759
EMP_02325,Female,Product,No,1,6.4,4.68,38,9,9,0.4053
EMP_02326,Non-binary,Service,Yes,3,5.6,6.27,32,7,12,0.4532
EMP_02327,Female,Service,Yes,1,7.2,9.95,48,12,17,0.4315
EMP_02328,Male,Product,Yes,4,5.0,6.0,35,9,25,0.459
EMP_02329,Female,Product,No,1,5.7,9.27,36,2,15,0.4979
EMP_02330,Male,Service,No,5,4.6,2.55,45,3,25,0.5981
EMP_02331,Male,Service,Yes,5,7.5,3.98,65,5,7,0.7474
EMP_02332,Male,Service,No,1,8.9,5.04,33,18,9,0.2964
EMP_02333,Female,Product,No,1,8.6,3.23,47,14,16,0.4162
EMP_02334,Female,Service,No,5,8.1,9.77,61,19,16,0.7694
EMP_02335,Male,Product,No,4,1.1,7.26,61,5,11,0.391
EMP_02336,Male,Product,No,2,9.2,4.79,47,10,24,0.5616
EMP_02337,Male,Service,Yes,3,3.5,7.51,68,16,8,0.4062
EMP_02338,Male,Service,Yes,5,9.0,4.67,66,1,21,0.7557
EMP_02339,Male,Product,Yes,1,2.8,0.17,57,4,17,0.2547
EMP_02340,Male,Product,Yes,3,5.0,5.43,68,5,18,0.467
EMP_02341,Female,Service,Yes,1,7.7,6.25,31,11,25,0.3158
EMP_02342,Male,Product,No,2,6.8,9.81,66,14,24,0.5409
EMP_02343,Male,Service,No,2,4.7,0.41,66,11,14,0.3621
EMP_02344,Male,Service,No,5,7.1,5.12,31,8,23,0.6873
EMP_02345,Non-binary,Product,Yes,3,5.9,0.98,48,1,5,0.5686
EMP_02346,Female,Service,Yes,3,3.5,1.49,34,7,5,0.3428
EMP_02347,Female,Service,Yes,2,6.8,6.1,42,13,8,0.47
EMP_02348,Male,Service,Yes,1,2.8,2.32,51,6,24,0.1706
EMP_02349,Female,Service,Yes,5,7.2,7.49,36,4,23,0.6536
EMP_02350,Male,Service,Yes,4,1.0,5.14,31,12,21,0.3211
EMP_02351,Female,Product,Yes,2,5.9,2.18,43,5,14,0.3719
EMP_02352,Female,Product,No,2,4.6,4.94,54,5,18,0.4705
EMP_02353,Female,Service,Yes,5,3.7,0.01,55,17,20,0.4399
EMP_02354,Female,Product,No,1,5.6,8.63,34,6,6,0.3012
EMP_02355,Female,Product,Yes,3,6.8,0.13,49,10,22,0.5688
EMP_02356,Male,Service,No,2,9.7,0.07,41,16,28,0.5408
EMP_02357,Female,Service,Yes,5,8.5,6.12,65,14,15,0.7409
EMP_02358,Male,Product,Yes,5,7.5,9.74,60,10,15,0.6405
EMP_02359,Male,Service,Yes,5,5.3,8.56,46,17,4,0.4725
EMP_02360,Male,Service,No,3,4.5,2.52,45,5,11,0.4342
EMP_02361,Male,Product,Yes,2,1.3,1.97,39,2,29,0.3367
EMP_02362,Male,Service,Yes,5,4.2,6.26,64,4,13,0.6041
EMP_02363,Male,Product,No,3,8.6,8.23,62,18,5,0.5946
EMP_02364,Male,Product,Yes,1,4.5,3.62,67,8,19,0.3523
EMP_02365,Female,Product,Yes,4,5.2,4.32,64,14,14,0.6016
EMP_02366,Male,Product,Yes,2,3.4,1.15,56,13,7,0.2557
